_id,Name,Phone,AddressLine1,AddressLine2
7039566290,SULLY ANIMAL HOSPITAL,7039566290,5095 WESTFIELDS BLVD,"CENTREVILLE, VA 20120"
7033783028,WESTFIELDS ANIMAL HOSPITAL,7033783028,5095 WESTFIELDS BLVD,"CENTREVILLE, VA 20120"
5405541021,HOUSE PAWD ANIMAL HOSPITAL BERRYVILLE,5405541021,37 E MAIN STREET,"BERRYVILLE, VA 22611"
3048865708,MOBILE VET,3048865708,PO BOX 99,"RANSON, WV 25438"
7036203919,VETERINARY HOUSE CALL SVC,7036203919,2026 GOLF COURSE DR,"RESTON, VA 20191"
3045797558,DANIEL MEAGHER DVM,3045797558,16 CROW ST,"BERRYVILLE, CA 22611"
5409559115,EQUINE MEDICAL SVC,5409559115,PO BOX 392,"BERRYVILLE, VA 22611"
5409552171,BATTLETOWN ANIMAL CLINIC,5409552171,PO BOX 604,"BERRYVILLE, VA 22611"
3042793972,MOBILE VET,3042793972,208 E 7TH AVE,"RANSON, WV 25438"
5409058868,FAUQUIER LARGE ANIMAL VETERINARY,5409058868,"FAUQUIER COUNTY, VA 20116",5409058868
7038770701,TANGO ANIMAL HOSPITAL,7038770701,11213 LEE HWY,"FAIRFAX, VA 22030"
3047251752,CARROLL EQUINE CLINIC,3047251752,204 N FORREST ST,"RANSON, WV 25438"
5403647855,BEST FRIENDS ANIMAL CLINIC,5403647855,4197 WINCHESTER RD # A3,"MARSHALL, VA 20115"
5088266592,MOBILE VET,5088266592,1875 ENGLE SWITCH RD,"HARPERS FERRY, WV 25425"
3019261400,SENECA VALLEY VETERINARY CLNC,3019261400,14139 DARNESTOWN RD,"GERMANTOWN, MD 20874"
7034375600,ANIMAL CLINIC OF TALL OAK,7034375600,12028 NORTH SHORE DR,"RESTON, VA 20190"
7035016428,GENTLE VET HOUSECALLS,7035016428,"RESTON, VA 20191",7035016428
7033901119,VETERINARY CLINIC,7033901119,"RESTON, VA 20191",7033901119
3047245055,RANSON ANIMAL HOSPITAL,3047245055,407 N MILDRED ST,"RANSON, WV 25438"
7037544146,VCA HEALTHY PAWS MEDICAL CENTER,7037544146,14840 WASHINGTON ST,"HAYMARKET, VA 20169"
3049953161,MOBILE,3049953161,411 BRANNON LANE,"CHARLES TOWN, WV 25414"
3042837421,WHITEHALL EQUINE VETERIANRY SERVICE,3042837421,512 LOCUST KNOLL DR,"CHARLES TOWN, WV 25414"
7038305700,CARING HANDS ANIMAL HOSPITAL-CENTREVILLE,7038305700,5659 STONE RD,"CENTREVILLE, VA 20120"
3047258840,APPLE-TREE ANIMAL CLINIC,3047258840,900 N MILDRED ST,"RANSON, WV 25438"
7032637190,BANFIELD - CHANTILLY GREENBRIAR,7032637190,13063 LEE JACKSON MEMORIAL HWY STE H,"FAIRFAX, VA 22030"
9196240655,MCGINN VET CLINIC,9196240655,1331 LEES LANE,"KNOXVILLE, MD 21758"
7037594500,COLVIN RUN VETERINARY CLINIC,7037594500,1203 DOWNEY DR,"VIENNA, VA 22182"
3015261610,MOBILE VET,3015261610,17601 CHARITY LN,"GERMANTOWN, MD 20874"
2403725083,DEBORAH E WEISS DVM,2403725083,17601 CHARITY LN,"GERMANTOWN, MD 20874"
7039517180,VET IN A BOX,7039517180,11160 SOUTH LAKES DR,"RESTON, VA 20191"
3014376925,INNOVATIVE VET HEALTH,3014376925,13701 CHARITY CT,"GERMANTOWN, MD 20874"
7037549888,STONEWALL VETERINARY CLINIC,7037549888,7408 GALLERHER RD,"GAINESVILLE, VA 20155"
3019218382,TURKEY FOOT VETERINARY CLINIC,3019218382,14426 TURKEY FOOT RD,"GAITHERSBURG, MD 20878"
3014734111,JEFFERSON VETERINARY HOSPITAL,3014734111,PO BOX 386,"JEFFERSON, MD 21755"
7037595582,EQUINE FOOD ANIMAL PRACTICE,7037595582,PO BOX 554,"GREAT FALLS, VA 22066"
7037577570,ADAMS~MILL VETERINARY HOSPITAL,7037577570,10205 COLVIN RUN RD # 10,"GREAT FALLS, VA 22066"
5712614080,BANFIELD - GAINESVILLE,5712614080,13241 GATEWAY CENTER DR BLDG P,"GAINESVILLE, VA 20155"
7035947363,GREAT FALLS ANIMAL HOSPITAL,7035947363,10125 COLVIN RUN RD,"GREAT FALLS, VA 22066"
7037592330,GREAT FALLS ANIMAL HOSPITAL,7037592330,10125 COLVIN RUN RD,"GREAT FALLS, VA 22066"
7037548387,COMPANION ANIMAL CLINIC OF GAINESVILLE,7037548387,14760 LEE HWY,"GAINESVILLE, VA 20155"
7032229682,CENTREVILLE SQUARE ANIMAL HOSP,7032229682,14215L CENTREVILLE SQ,"CENTREVILLE, VA 20121"
3019634664,GLENVILAH VETERINARY CLINIC,3019634664,12948 TRAVILAH RD # E,"POTOMAC, MD 20854"
3016989930,BUCKEYSTOWN VETERINARY HOSPITAL,3016989930,PO BOX 5,"BUCKEYSTOWN, MD 21717"
3345590189,MOBILE VET,3345590189,19941 BROWNSVILLE RD,"KNXOVILLE, MD 21758"
7037721263,FAIRFAX MOBILE VETERINARY CARE,7037721263,"FAIRFAX, VA 20121",7037721263
7038308844,CLIFTON-CENTREVILLE ANIMAL CLINIC,7038308844,13822 BRADDOCK RD STE A,"CENTREVILLE, VA 20121"
7032220087,BANFIELD - FAIR LAKES CENTER,7032220087,12971 FAIR LAKES SHOPPING CTR,"FAIRFAX, VA 22033"
3015407770,A CAT CLINIC,3015407770,PO BOX 330,"GERMANTOWN, MD 20875"
7038301182,CENTREVILLE ANIMAL HOSPITAL,7038301182,13663 LEE HWY,"CENTREVILLE, VA 20121"
3019729730,GERMANTOWN VETERINARY CLINIC,3019729730,19911 FATHER HURLEY BLVD,"GERMANTOWN, MD 20874"
2402527467,GERMANTOWN VETERINARY CLINIC,2402527467,19911 FATHER HURLEY BLVD,"GERMANTOWN, MD 20874"
3018311110,BUCKEYSTOWN VETERINARY HOSPITAL,3018311110,3820 BUCKEYSTOWN PIKE,"BUCKEYSTOWN, MD 21717"
7164912925,HOUSE CALL VETERINARIAN,7164912925,"GERMANTOWN, MD 20874",7164912925
3015408670,LITTLE SENECA ANIMAL HOSPITAL,3015408670,20630 SENECA MEADOWS PKWY UNIT E2,"GERMANTOWN, MD 20876"
7032220777,ANIMAL HEALTH CARE CTR,7032220777,NEW BRADDOCK RD & ROUTE 28,"CENTREVILLE, VA 20121"
7037229159,ARTEMIS VETERINARY EMERGENGY SPECIALTY SERVICES,7037229159,7951 GAINSFORD CT #115,"BRISTOW, VA 20136"
3016197732,MOBILE VET,3016197732,12006 CITRUS GROVE RD,"N. POTOMAC, MD 20878"
7038302839,BANFIELD - CLIFTON,7038302839,5734 UNION MILL RD,"CLIFTON, VA 20124"
7036524911,EMERGENCY VETERINARY CLINIC OF FAIR OAKS,7036524911,4001 LEGATO RD STE 200,"FAIRFAX, VA 22033"
7035913304,PENDER VETERINARY CENTRE-FAIRFAX CAMPUS,7035913304,4001 LEGATO RD STE 200,"FAIRFAX, VA 22033"
2405350609,NATIONAL INSTITUTE OF HEALTH,2405350609,9000 ROCKVILLE PIKE,"BETHESDA, MD 20875"
3012081111,QUINCE ORCHARD VETERINARY HOSPITAL,3012081111,11910 DARNESTOWN RD,"GAITHERSBURG, MD 20878"
7038301100,FAIRFAX COUNTY ANIMAL SHELTER,7038301100,4500 WEST OX RD,"FAIRFAX, VA 22030"
3018693990,DIAMOND VETERINARY HOSPITAL,3018693990,17000 LONGDRAFT RD,"GAITHERSBURG, MD 20878"
7033351755,BANFIELD THE PET HOSPITAL,7033351755,10834 SUDLEY MANOR DR,"MANASSAAS, VA 30136"
2403444100,MONICA BROWN REID,2403444100,4801 TEEN BARNES RD,"FREDERICK, MD 21703"
2406871414,MARYLAND AVIAN AND EXOTICS VET,2406871414,"GAITHERSBURG, MD 20878",2406871414
3015197944,KENTLANDS VETERINARY HOSPITAL,3015197944,117 BOOTH ST,"GAITHERSBURG, MD 20878"
3013556990,WAGNER EQUINE VETERINARY SERVICES,3013556990,205 FIREHOUSE LN,"GAITHERSBURG, MD 20878"
3014675736,EMILY ROGELL-GREENE,3014675736,"POTOMAC, MD 20854",3014675736
3017887384,RELIEF VET,3017887384,8508 GUERTIN CT,"FREDERICK, MA 21704"
5712482470,GLENKIRK ANIMAL HOSPITAL,5712482470,13950 ESTATE MANOR DR,"GAINESVILLE, VA 20155"
3019772177,BANFIELD PETSMART,3019772177,218 KENTLANDS BLVD,"GAITHERSBURG, MD 20878"
3019778499,BANFIELD - GAITHERSBURG,3019778499,218 KENTLANDS BLVD,"GAITHERSBURG, MD 20878"
7036319133,DEEPWOOD VETERINARY CLINIC,7036319133,7300 ORDWAY RD,"CENTREVILLE, VA 20121"
7033613279,BANFIELD - MANASSAS BULL RUN,7033613279,8079 SUDLEY RD,"MANASSAS, VA 20109"
5408371334,ROSEVILLE VETERINARY CLINIC,5408371334,PO BOX 176,"BOYCE, VA 22620"
3013177160,"MARK J. RICIGLIANO, DVM",3013177160,20271 GOLDENRODE LANE,"GERMANTOWN, MD 20876"
3014822535,CLARKSBURG ANIMAL HOSPITAL,3014822535,PO BOX 908,"CLARKSBURG, MD 20871"
3018748880,GREENBRIAR VETERINARY HOSPITAL,3018748880,3051 THURSTON RD,"FREDERICK, MD 21704"
7033610271,BATTLEFIELD ANIMAL CLINIC INC,7033610271,8138 SUDLEY RD,"MANASSAS, VA 20109"
3018311088,EMERGENCY ANIMAL CTR,3018311088,1896 URBANA PIKE # 23,"CLARKSBURG, MD 20871"
3018318054,SUGARLOAF SURGICAL REFERRAL,3018318054,1896 URBANA PIKE # 23,"CLARKSBURG, MD 20871"
5403470964,NEW BALTIMORE ANIMAL HOSPITAL,5403470964,5296 LEE HWY,"WARRENTON, VA 20187"
7037537988,AROUND TOWN MOBILE VETERINARY CLINIC,7037537988,9030 SAITSBURY CT,"BRISTON, VA 20136"
3014240373,MAPLE SPRINGS VETERINARY HOSP,3014240373,14925 DUFIEF MILL RD,"NORTH POTOMAC, MD 20878"
5102278111,KENVET INC,5102278111,300 OLD OAK LANE #4,"OAKLAND, CA 94541"
3015158800,BENNETT CREEK ANIMAL HOSPITAL,3015158800,22416 FREDERICK RD,"CLARKSBURG, MD 20871"
3013403224,VCA VETERINARY REFERRAL ASSOC,3013403224,15021 DUFIEF MILL RD,"NORTH POTOMAC, MD 20878"
3015406251,BANFIELD - GERMANTOWN,3015406251,20924 FREDERICK RD,"GERMANTOWN, MD 20876"
7032727810,ALPHA ANIMAL HOSPITAL,7032727810,11725 LEE HWY STE A15C,"FAIRFAX, VA 22030"
3015152935,FOX CHAPEL VETERINARY HOSPITAL,3015152935,19711 FREDERICK RD,"GERMANTOWN, MD 20876"
3015193456,GAITHERSBURG VETERINARARY CLINIC,3015193456,17 FIRSTFIELD RD # 100,"GAITHERSBURG, MD 20878"
7033689241,PETCENTRE ANIMAL HOSPITAL,7033689241,8307 YORKSHIRE LN,"MANASSAS, VA 20111"
3018318646,URBANA VETERINARY HOSPITAL,3018318646,3569 URBANA PIKE,"FREDERICK, MD 21704"
8884380788,ANIMAL BEHAVIOR WELLNESS CENTER,8884380788,11230 WAPLES MILLS ROAD,"FAIRFAX, VA 22030"
2403414964,COMPASSION VET CENTER,2403414964,3540 WORTHINGTON BLVD,"FREDERICK, MD 21704"
7032735055,JERMANTOWN ANIMAL HOSPITAL,7032735055,4035 JERMANTOWN RD,"FAIRFAX, VA 22030"
3017401083,LAKE FOREST ANIMAL HOSPITAL,3017401083,18645 N FREDERICK AVE,"GAITHERSBURG, MD 20879"
3018743050,VILLAGE VET OF URBANA,3018743050,3315 WORTHINGTON BLVD,"IJAMSVILLE, MD 21754"
5713326778,LITTLE FOX EQUINE,5713326778,2729 WILLOW DRIVE,"VIENNA, VA 22181"
4153282383,CONSULTANT VETERINARY RADIOLOGIST,4153282383,PO BOX 3344,"OAKTON, VA 22124"
7032811644,HUNTER MILL ANIMAL HOSPITAL,7032811644,2935 CHAIN BRIDGE RD,"OAKTON, VA 22124"
5403640105,VET,5403640105,10040 ADA RD PO BOX 509,"MARSHALL, VA 20115"
7032460009,VETERINARY VISION OF OF VIRGINIA,7032460009,4103 RUST RD,"FAIRFAX, VA 22030"
7032813750,STAHL VETERINARY SERVICE,7032813750,4105 RUST RD,"FAIRFAX, VA 22030"
7033687300,CARING HANDS ANIMAL HOSPITAL-BRISTOW,7033687300,12733 BRAEMAR VILLAGE PLZ,"BRISTOW, VA 20136"
